firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Lorie,Konyn,1948-05-18,Susette,427996722,Lorie.Konyn@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-18,2021-05-11
Tersina,Bonucci,1979-06-18,Ayn,623490489,Tersina.Bonucci@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-03,NULL
Angelique,Obed,2011-12-17,Grier,412408731,Angelique.Obed@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-04-04,2021-05-11
Charlena,Sidonius,1996-07-17,Ninnetta,378012386,Charlena.Sidonius@gmail.com,76 AstoriaBlvd,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-03,2021-05-11
Marylou,Guthrie,1945-02-12,Willetta,451283363,Marylou.Guthrie@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-26,NULL
Lenna,Iiette,2009-08-18,Lisette,323592837,Lenna.Iiette@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-23,2021-05-11
Charissa,Norrie,1987-01-14,Gianina,914515556,Charissa.Norrie@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-30,NULL
Susan,Abram,1976-08-03,Cecile,64721951,Susan.Abram@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-17,NULL
Cordi,Douglass,1966-12-06,Nessie,924247103,Cordi.Douglass@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-26,NULL
Gilligan,Ilka,1928-11-13,Susan,185696742,Gilligan.Ilka@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,library,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-31,NULL
Jean,Yorick,1992-11-27,Gusella,135697573,Jean.Yorick@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-25,2021-05-11
Nataline,Docilla,2008-08-30,Gavrielle,628952586,Nataline.Docilla@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-23,2021-05-11
Tybie,Alejoa,1910-09-05,Ileana,947773195,Tybie.Alejoa@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-13,NULL
Ernesta,Timon,1967-06-19,Suzette,180959400,Ernesta.Timon@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-07,2021-05-11
Aeriela,Jeanne,1998-12-07,Jaime,161746823,Aeriela.Jeanne@gmail.com,123 Lexington Ave.,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-01,2021-05-11
Roxane,Pandolfi,1975-10-28,Ericka,836980642,Roxane.Pandolfi@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-04,2021-05-11
Layla,Paine,1947-03-02,Sharlene,170006007,Layla.Paine@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-30,2021-05-11
Gloria,Malina,1968-01-19,Jacquetta,92357303,Gloria.Malina@gmail.com,76 AstoriaBlvd,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-12,NULL
Elise,Zuzana,1951-10-27,Olwen,718891231,Elise.Zuzana@gmail.com,123 Lexington Ave.,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-29,2021-05-11
Gloria,Helfand,1964-08-02,Janeczka,473593802,Gloria.Helfand@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-04-09,2021-05-11
Carly,Radu,1925-02-06,Chloris,109929347,Carly.Radu@gmail.com,123 Lexington Ave.,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-01-24,NULL
Jennica,Malina,1961-08-03,Emelina,637017049,Jennica.Malina@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-10,2021-05-11
Alameda,Narton,1963-01-26,Michaelina,141609107,Alameda.Narton@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-03-29,NULL
Zsa Zsa,Carbo,1983-10-15,Constance,454935147,Zsa Zsa.Carbo@gmail.com,123 Lexington Ave.,Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-28,2021-05-11
Wanda,Abernon,2005-01-20,Georgetta,142185758,Wanda.Abernon@gmail.com,123 Lexington Ave.,Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-04-02,NULL
Queenie,Bohlin,1948-06-29,Cissiee,653420747,Queenie.Bohlin@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-30,2021-05-11
Dagmar,Vale,1957-06-25,Keelia,63302656,Dagmar.Vale@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-03-12,2021-05-11
Bernardine,Stevy,2011-10-08,Shel,148656751,Bernardine.Stevy@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-18,NULL
Lolita,Bethany,1950-08-02,Madalyn,242726380,Lolita.Bethany@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-25,2021-05-11
Alleen,Oriana,1945-10-04,Bernie,360678696,Alleen.Oriana@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-10,2021-05-11
Celestyna,Tatianas,1980-12-16,Suzette,73784677,Celestyna.Tatianas@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-15,2021-05-11
Kara-Lynn,Armanda,1969-10-05,Lisette,684263494,Kara-Lynn.Armanda@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-12,2021-05-11
Fawne,Sekofski,1992-04-17,Renie,422608829,Fawne.Sekofski@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-04-08,2021-05-11
Cam,Wenoa,1940-12-10,Ardys,759624373,Cam.Wenoa@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-01,2021-05-11
Ekaterina,Ellord,1952-09-27,Hermione,57080392,Ekaterina.Ellord@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-28,2021-05-11
Florencia,Sharl,1988-07-27,Larine,669270294,Florencia.Sharl@gmail.com,123 Lexington Ave.,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2020-12-26,2021-05-11
Andeee,Othilia,1952-07-18,Tatiania,412791460,Andeee.Othilia@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-12,2021-05-11
Shauna,Wallis,1925-03-24,Chandra,176090666,Shauna.Wallis@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-04,NULL
Kylynn,Ammann,1903-09-07,Phedra,112198951,Kylynn.Ammann@gmail.com,76 AstoriaBlvd,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-10,2021-05-11
Helena,Baptlsta,1983-02-14,Camile,843570652,Helena.Baptlsta@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-16,2021-05-11
Konstance,Lynn,1911-07-13,Christy,990514098,Konstance.Lynn@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-12,NULL
Esmeralda,Zola,1928-04-08,Hope,958013393,Esmeralda.Zola@gmail.com,76 AstoriaBlvd,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-03-06,2021-05-11
Carol-Jean,Wenda,1948-11-12,Gianina,224698646,Carol-Jean.Wenda@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-02-27,2021-05-11
Tomasina,Marlie,1947-12-03,Tamqrah,282365547,Tomasina.Marlie@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-04,2021-05-11
Madeleine,Greyson,1988-07-24,Gisela,410843048,Madeleine.Greyson@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-03,2021-05-11
