firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Julieta,Shirberg,1902-07-01,Fayre,32656574,Julieta.Shirberg@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-20,2021-05-11
Cecile,Swanhildas,1935-04-25,Raina,191896089,Cecile.Swanhildas@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-07,2021-05-11
Sean,Sinegold,1985-01-19,Sophia,249905006,Sean.Sinegold@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-02-12,2021-05-11
Jere,Socha,1963-07-22,Janis,664233291,Jere.Socha@gmail.com,76 AstoriaBlvd,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-01-17,NULL
Miquela,Narton,1944-03-04,Shel,403509314,Miquela.Narton@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-24,2021-05-11
Dominga,Pozzy,2001-04-10,Gavrielle,258288439,Dominga.Pozzy@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,,group,,2021-03-24,2021-05-11
Juliane,Tybald,1919-03-21,Jennica,489060867,Juliane.Tybald@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",library,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-03,2021-05-11
Rani,Yam,1951-01-12,Delilah,527940362,Rani.Yam@gmail.com,123 Lexington Ave.,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-09,NULL
Genevra,Gaynor,2008-09-04,Adelle,283479695,Genevra.Gaynor@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-20,NULL
Belinda,Loeb,1913-05-11,Michaelina,855293452,Belinda.Loeb@gmail.com,123 Lexington Ave.,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-01-09,2021-05-11
Angelique,Stoller,1925-01-22,Cherilyn,993694105,Angelique.Stoller@gmail.com," 4 Old Shore Rd. San Franciso","Brooklyn ",library,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-14,2021-05-11
Beth,Gordon,1995-01-10,Atlanta,67426674,Beth.Gordon@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-06,2021-05-11
Christy,Jagir,1903-05-22,Lyssa,961696726,Christy.Jagir@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2020-12-23,NULL
Shaine,Scammon,2008-07-19,Celisse,636140653,Shaine.Scammon@gmail.com,123 Lexington Ave.,"Brooklyn ",institution,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-14,2021-05-11
Rhoda,Kaete,1995-11-20,Bernardine,355694079,Rhoda.Kaete@gmail.com,76 AstoriaBlvd,Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-03-19,2021-05-11
Phylis,Fry,2008-10-11,Jaime,381253799,Phylis.Fry@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-25,2021-05-11
Fayre,Wolfgram,1988-03-27,Celestyna,322484992,Fayre.Wolfgram@gmail.com,5 OakLeaf Boulvd. 101123,"Brooklyn ",institution,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-05,NULL
Kimberley,Gherardo,1959-03-14,Codie,858547491,Kimberley.Gherardo@gmail.com,123 Lexington Ave.,Baruch,college,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-02,NULL
Caressa,Himelman,1904-04-20,Brena,453646245,Caressa.Himelman@gmail.com,76 AstoriaBlvd,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-07,2021-05-11
Bobinette,Koehler,1967-02-02,Celisse,904084944,Bobinette.Koehler@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",college,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-19,NULL
Nataline,Mitzi,1967-09-13,Karly,340568449,Nataline.Mitzi@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",cafe,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-16,2021-05-11
Leanna,Paine,1995-03-09,Linet,311063133,Leanna.Paine@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-12,2021-05-11
Joceline,Glovsky,1957-10-01,Dyann,138880795,Joceline.Glovsky@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",cafe,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-15,NULL
Mamie,Loleta,1938-09-22,Jordan,637116065,Mamie.Loleta@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-23,2021-05-11
Berget,Buckler,1997-09-08,Alameda,220821185,Berget.Buckler@gmail.com,"154 SheepsheadBay Brooklyn, 11223","Brooklyn ",college,,Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-08,2021-05-11
Fanchon,Dimitris,1909-08-09,Harrietta,357012541,Fanchon.Dimitris@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,institution,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-06,2021-05-11
Augustine,Olnee,2008-11-11,Edee,194815795,Augustine.Olnee@gmail.com,123 Lexington Ave.,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-01-16,2021-05-11
Ketti,Buttaro,1941-02-19,Madelle,179767377,Ketti.Buttaro@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-03,2021-05-11
Alejandra,Garlinda,1978-03-15,Edee,543861008,Alejandra.Garlinda@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",,group,,2021-03-05,NULL
Deane,Even,1933-08-22,Almeta,47820755,Deane.Even@gmail.com,76 AstoriaBlvd,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-04-08,NULL
Beatriz,Harday,1938-12-31,Mara,797479220,Beatriz.Harday@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,college,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-02,NULL
Gianina,Candy,1919-02-04,Tonia,836577200,Gianina.Candy@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-03-11,2021-05-11
Thalia,Leler,1967-05-08,Danika,329454709,Thalia.Leler@gmail.com,123 Lexington Ave.,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-14,2021-05-11
Celene,Rocray,1944-06-03,Berta,590150947,Celene.Rocray@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-14,2021-05-11
Luci,Nedrud,1945-06-19,Almeta,462357560,Luci.Nedrud@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-02-10,2021-05-11
Nonnah,Harday,1939-01-04,Gusella,363179783,Nonnah.Harday@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,institution,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-13,2021-05-11
Dianemarie,Laurianne,1983-09-09,Phedra,97902490,Dianemarie.Laurianne@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-25,NULL
Flory,Raseda,1927-10-18,Hildegaard,282165527,Flory.Raseda@gmail.com,76 AstoriaBlvd,"Brooklyn ",institution,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-16,2021-05-11
Shauna,Madelene,1945-11-03,Steffane,65398409,Shauna.Madelene@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",,group,,2021-02-02,NULL
Allis,Nicoline,1942-01-15,Belva,884045147,Allis.Nicoline@gmail.com," 4 Old Shore Rd. San Franciso","Brooklyn ",library,,Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",,group,,2021-01-08,2021-05-11
Bee,Dunkin,1973-08-14,Jerry,946527489,Bee.Dunkin@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure",,group,,2020-12-27,2021-05-11
Ruthe,Olnee,2012-05-30,Cherilyn,655776514,Ruthe.Olnee@gmail.com,76 AstoriaBlvd,"Brooklyn ",library,,Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-03-10,NULL
Dagmar,Colyer,1995-04-18,Kathi,15701763,Dagmar.Colyer@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,library,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-12,2021-05-11
Clo,Couture,1957-09-12,Maridel,671090437,Clo.Couture@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-27,2021-05-11
Jere,Pond,2009-10-30,Sandie,426112883,Jere.Pond@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-04-02,2021-05-11
Penelopa,Si,2001-03-17,Almeta,120953590,Penelopa.Si@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-02-03,2021-05-11
Elena,Bach,1950-07-26,Henriette,472814546,Elena.Bach@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-16,2021-05-11
Annecorinne,Dichy,1924-09-18,Alex,751228574,Annecorinne.Dichy@gmail.com,123 Lexington Ave.,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2020-12-21,2021-05-11
